Sample	time
adapterRemoval	1.8505418300628662
afterqc	0.1218876838684082
bamtools/stats	0.04812741279602051
bbmap/aqhist	0.042075157165527344
bbmap/bhist	0.04124903678894043
bbmap/bincov	0.03984975814819336
bbmap/bqhist	0.039296627044677734
bbmap/covhist	0.0393526554107666
bbmap/covstats	0.03874492645263672
bbmap/ehist	0.03859138488769531
bbmap/gchist	0.038774967193603516
bbmap/idhist	0.03804302215576172
bbmap/ihist	0.03871035575866699
bbmap/indelhist	0.03783774375915527
bbmap/lhist	0.03808474540710449
bbmap/mhist	0.03874373435974121
bbmap/qahist	0.03801679611206055
bbmap/qchist	0.039610862731933594
bbmap/qhist	0.03833365440368652
bbmap/rpkm	0.03824806213378906
bbmap/stats	0.043947696685791016
bbmap/statsfile	0.037720441818237305
bbmap/statsfile_machine	0.03809094429016113
bcftools/stats	0.12000226974487305
bcl2fastq	2.7743358612060547
bclconvert/adaptermetrics	0.002443552017211914
bclconvert/demux	0.0028715133666992188
bclconvert/quality_metrics	0.002508401870727539
bclconvert/runinfo	0.0280153751373291
bclconvert/unknown_barcodes	0.0024025440216064453
biobambam2/bamsormadup	0.05322861671447754
biobloomtools	0.047959089279174805
biscuit/align_isize	0.04532599449157715
biscuit/align_mapq	0.046892642974853516
biscuit/align_strand	0.045969486236572266
biscuit/base_avg_retention_rate	0.0023622512817382812
biscuit/covdist_all_base	0.0023839473724365234
biscuit/covdist_all_base_botgc	0.0024127960205078125
biscuit/covdist_all_base_topgc	0.002379894256591797
biscuit/covdist_all_cpg	0.0023064613342285156
biscuit/covdist_all_cpg_botgc	0.002326488494873047
biscuit/covdist_all_cpg_topgc	0.002353668212890625
biscuit/covdist_q40_base	0.0023391246795654297
biscuit/covdist_q40_base_botgc	0.0024225711822509766
biscuit/covdist_q40_base_topgc	0.0023958683013916016
biscuit/covdist_q40_cpg	0.0023767948150634766
biscuit/covdist_q40_cpg_botgc	0.002318143844604492
biscuit/covdist_q40_cpg_topgc	0.0023679733276367188
biscuit/cpg_retention_readpos	0.0023365020751953125
biscuit/cph_retention_readpos	0.0022802352905273438
biscuit/dup_report	0.044075965881347656
biscuit/qc_cv	0.0435643196105957
biscuit/read_avg_retention_rate	0.0022916793823242188
bismark/align	0.0024442672729492188
bismark/bam2nuc	0.0023651123046875
bismark/dedup	0.002360820770263672
bismark/m_bias	0.002302885055541992
bismark/meth_extract	0.0023703575134277344
bowtie1	0.11990785598754883
bowtie2	0.12117671966552734
busco	0.043872833251953125
bustools	0.0022726058959960938
ccs/v4	0.015363454818725586
ccs/v5	0.11919045448303223
checkqc	0.11824965476989746
clipandmerge	0.04592299461364746
clusterflow/logs	0.0022988319396972656
clusterflow/runfiles	0.046365976333618164
conpair/concordance	0.04317164421081543
conpair/contamination	0.04234623908996582
custom_content	0.0024836063385009766
cutadapt	0.11747169494628906
damageprofiler	0.002308368682861328
dedup	0.0022368431091308594
deeptools/bamPEFragmentSizeDistribution	0.04182243347167969
deeptools/bamPEFragmentSizeTable	0.04180717468261719
deeptools/estimateReadFiltering	0.04173994064331055
deeptools/plotCorrelationData	0.04143953323364258
deeptools/plotCoverageOutRawCounts	0.04048800468444824
deeptools/plotCoverageStdout	0.04148054122924805
deeptools/plotEnrichment	0.04027986526489258
deeptools/plotFingerprintOutQualityMetrics	0.03994107246398926
deeptools/plotFingerprintOutRawCounts	0.04010581970214844
deeptools/plotPCAData	0.03966712951660156
deeptools/plotProfile	0.0403592586517334
disambiguate	0.04060196876525879
dragen/contig_mean_cov	0.00243377685546875
dragen/coverage_metrics	0.002299070358276367
dragen/fine_hist	0.0022814273834228516
dragen/fragment_length_hist	0.002259969711303711
dragen/mapping_metrics	0.04486846923828125
dragen/ploidy_estimation_metrics	0.0023097991943359375
dragen/vc_metrics	0.002294778823852539
eigenstratdatabasetools	0.002332925796508789
fastp	0.002291440963745117
fastq_screen	0.002274751663208008
fastqc/data	0.0022521018981933594
fastqc/theoretical_gc	0.0012888908386230469
fastqc/zip	0.002737283706665039
featurecounts	0.0012507438659667969
fgbio/errorratebyreadposition	0.04025459289550781
fgbio/groupreadsbyumi	0.04041695594787598
flash/hist	0.0012507438659667969
flash/log	0.11824178695678711
flexbar	0.11313986778259277
gatk/base_recalibrator	0.04030752182006836
gatk/varianteval	0.11563301086425781
gffcompare	0.04106545448303223
goleft_indexcov/ped	0.001230478286743164
goleft_indexcov/roc	0.0012574195861816406
happy	0.12104082107543945
hicexplorer	0.012920856475830078
hicpro/assplit	0.0012357234954833984
hicpro/mRSstat	0.0012273788452148438
hicpro/mergestat	0.001219034194946289
hicpro/mmapstat	0.0012431144714355469
hicpro/mpairstat	0.0012218952178955078
hicup	0.0012629032135009766
hisat2	0.11660909652709961
homer/FreqDistribution	0.0012602806091308594
homer/GCcontent	0.0012319087982177734
homer/LengthDistribution	0.001245260238647461
homer/RestrictionDistribution	0.0013015270233154297
homer/findpeaks	0.04222226142883301
homer/genomeGCcontent	0.0012485980987548828
homer/tagInfo	0.001218557357788086
hops	0.0012745857238769531
htseq	0.116119384765625
interop/index-summary	0.1110539436340332
interop/summary	0.1124579906463623
ivar/trim	0.04103446006774902
jcvi	0.10850381851196289
jellyfish	0.001226663589477539
kaiju	0.03696560859680176
kallisto	0.11046361923217773
kat	0.0012691020965576172
kraken	0.03912615776062012
leehom	0.11227846145629883
lima/counts	0.04198408126831055
lima/summary	0.011903524398803711
longranger/invocation	0.010714054107666016
longranger/summary	0.041671037673950195
macs2	0.0012483596801757812
malt	0.04069066047668457
methylQA	0.0012197494506835938
minionqc	0.11547136306762695
mirtop	0.0012693405151367188
mirtrace/contaminationbasic	0.0013146400451660156
mirtrace/length	0.0012829303741455078
mirtrace/mirnacomplexity	0.0012738704681396484
mirtrace/summary	0.001252889633178711
mosdepth/global_dist	0.0012760162353515625
mosdepth/region_dist	0.001294851303100586
mosdepth/summary	0.0012459754943847656
mtnucratio	0.0012483596801757812
multivcfanalyzer	0.0012216567993164062
nanostat	0.011733293533325195
ngsderive/encoding	0.03978395462036133
ngsderive/instrument	0.03988814353942871
ngsderive/junction_annotation	0.039196014404296875
ngsderive/readlen	0.039678335189819336
ngsderive/strandedness	0.04021120071411133
odgi	0.0048062801361083984
optitype	0.03915214538574219
pangolin	0.03890180587768555
pbmarkdup	0.03747415542602539
peddy/background_pca	0.0012264251708984375
peddy/het_check	0.001245737075805664
peddy/ped_check	0.001237630844116211
peddy/sex_check	0.0012516975402832031
peddy/summary_table	0.0012395381927490234
phantompeakqualtools/out	0.0011992454528808594
picard/alignment_metrics	0.11522436141967773
picard/basedistributionbycycle	0.11320829391479492
picard/collectilluminabasecallingmetrics	0.10872268676757812
picard/collectilluminalanemetrics	0.10951447486877441
picard/crosscheckfingerprints	0.11438536643981934
picard/extractilluminabarcodes	0.11199712753295898
picard/gcbias	0.11814308166503906
picard/hsmetrics	0.11473822593688965
picard/insertsize	0.11151313781738281
picard/markdups	0.11353111267089844
picard/markilluminaadapters	0.11234283447265625
picard/oxogmetrics	0.11491155624389648
picard/pcr_metrics	0.11134505271911621
picard/quality_by_cycle	0.10420060157775879
picard/quality_score_distribution	0.10474514961242676
picard/quality_yield_metrics	0.1128385066986084
picard/rnaseqmetrics	0.10406136512756348
picard/rrbs_metrics	0.11267352104187012
picard/sam_file_validation	0.0014350414276123047
picard/variant_calling_metrics	0.11138296127319336
picard/wgs_metrics	0.1124424934387207
preseq	0.07749152183532715
preseq/real_counts	0.0012614727020263672
prokka	0.038836002349853516
purple/purity	0.0012438297271728516
purple/qc	0.001251220703125
pychopper	0.03892779350280762
pycoqc	0.039114952087402344
qc3C	0.001230001449584961
qorts	0.045925140380859375
qualimap/bamqc/coverage	0.0012357234954833984
qualimap/bamqc/gc_dist	0.0013210773468017578
qualimap/bamqc/genome_fraction	0.0012705326080322266
qualimap/bamqc/genome_results	0.0012438297271728516
qualimap/bamqc/insert_size	0.0012617111206054688
qualimap/rnaseq/coverage	0.0013005733489990234
qualimap/rnaseq/rnaseq_results	0.001232147216796875
quast	0.0012199878692626953
rna_seqc/correlation	0.0012094974517822266
rna_seqc/coverage	0.0012633800506591797
rna_seqc/metrics_v1	0.11126041412353516
rna_seqc/metrics_v2	0.10917496681213379
rockhopper	0.12116503715515137
rsem	0.0011811256408691406
rseqc/bam_stat	0.12165594100952148
rseqc/gene_body_coverage	0.0012483596801757812
rseqc/infer_experiment	0.12668085098266602
rseqc/inner_distance	0.0012691020965576172
rseqc/junction_annotation	0.12350225448608398
rseqc/junction_saturation	0.0012459754943847656
