Sample	time
adapterRemoval	0.35828471183776855
afterqc	0.03267335891723633
bamtools/stats	0.013714790344238281
bbmap/aqhist	0.010648727416992188
bbmap/bhist	0.010493993759155273
bbmap/bincov	0.010150671005249023
bbmap/bqhist	0.022729873657226562
bbmap/covhist	0.010132312774658203
bbmap/covstats	0.009943723678588867
bbmap/ehist	0.00989675521850586
bbmap/gchist	0.009892463684082031
bbmap/idhist	0.009771108627319336
bbmap/ihist	0.009844541549682617
bbmap/indelhist	0.02309274673461914
bbmap/lhist	0.009788751602172852
bbmap/mhist	0.009614229202270508
bbmap/qahist	0.009667158126831055
bbmap/qchist	0.011290311813354492
bbmap/qhist	0.010125160217285156
bbmap/rpkm	0.009769201278686523
bbmap/stats	0.011393308639526367
bbmap/statsfile	0.009794950485229492
bbmap/statsfile_machine	0.009625673294067383
bcftools/stats	0.03148365020751953
bcl2fastq	0.3620119094848633
bclconvert/adaptermetrics	0.0007746219635009766
bclconvert/demux	0.0008966922760009766
bclconvert/quality_metrics	0.0007755756378173828
bclconvert/runinfo	0.022062063217163086
bclconvert/unknown_barcodes	0.0008037090301513672
biobambam2/bamsormadup	0.014411449432373047
biobloomtools	0.012666463851928711
biscuit/align_isize	0.011538267135620117
biscuit/align_mapq	0.012271642684936523
biscuit/align_strand	0.011503458023071289
biscuit/base_avg_retention_rate	0.0007479190826416016
biscuit/covdist_all_base	0.0007810592651367188
biscuit/covdist_all_base_botgc	0.0007991790771484375
biscuit/covdist_all_base_topgc	0.0007867813110351562
biscuit/covdist_all_cpg	0.0007653236389160156
biscuit/covdist_all_cpg_botgc	0.0007884502410888672
biscuit/covdist_all_cpg_topgc	0.0007996559143066406
biscuit/covdist_q40_base	0.0007493495941162109
biscuit/covdist_q40_base_botgc	0.0008003711700439453
biscuit/covdist_q40_base_topgc	0.0007882118225097656
biscuit/covdist_q40_cpg	0.0007486343383789062
biscuit/covdist_q40_cpg_botgc	0.0007641315460205078
biscuit/covdist_q40_cpg_topgc	0.0007684230804443359
biscuit/cpg_retention_readpos	0.0007688999176025391
biscuit/cph_retention_readpos	0.0007371902465820312
biscuit/dup_report	0.011342048645019531
biscuit/qc_cv	0.01117563247680664
biscuit/read_avg_retention_rate	0.0007336139678955078
bismark/align	0.0007638931274414062
bismark/bam2nuc	0.000736236572265625
bismark/dedup	0.0007414817810058594
bismark/m_bias	0.0007076263427734375
bismark/meth_extract	0.0007915496826171875
bowtie1	0.03228425979614258
bowtie2	0.03139519691467285
busco	0.011253595352172852
bustools	0.0006940364837646484
ccs/v4	0.0046498775482177734
ccs/v5	0.03152871131896973
checkqc	0.031389713287353516
clipandmerge	0.011768579483032227
clusterflow/logs	0.0007371902465820312
clusterflow/runfiles	0.011230945587158203
conpair/concordance	0.01114511489868164
conpair/contamination	0.010739564895629883
custom_content	0.0008509159088134766
cutadapt	0.031063318252563477
damageprofiler	0.0007455348968505859
dedup	0.0006873607635498047
deeptools/bamPEFragmentSizeDistribution	0.010808467864990234
deeptools/bamPEFragmentSizeTable	0.01063394546508789
deeptools/estimateReadFiltering	0.01038670539855957
deeptools/plotCorrelationData	0.010259628295898438
deeptools/plotCoverageOutRawCounts	0.010140657424926758
deeptools/plotCoverageStdout	0.010248661041259766
deeptools/plotEnrichment	0.010152578353881836
deeptools/plotFingerprintOutQualityMetrics	0.010141134262084961
deeptools/plotFingerprintOutRawCounts	0.010089635848999023
deeptools/plotPCAData	0.010583877563476562
deeptools/plotProfile	0.01028752326965332
disambiguate	0.010254383087158203
dragen/contig_mean_cov	0.0008637905120849609
dragen/coverage_metrics	0.0008108615875244141
dragen/fine_hist	0.0007901191711425781
dragen/fragment_length_hist	0.0007383823394775391
dragen/mapping_metrics	0.011482715606689453
dragen/ploidy_estimation_metrics	0.0007364749908447266
dragen/vc_metrics	0.0007007122039794922
eigenstratdatabasetools	0.0007476806640625
fastp	0.0007052421569824219
fastq_screen	0.000698089599609375
fastqc/data	0.0007064342498779297
fastqc/theoretical_gc	0.00047588348388671875
fastqc/zip	0.0008189678192138672
featurecounts	0.00040221214294433594
fgbio/errorratebyreadposition	0.010221719741821289
fgbio/groupreadsbyumi	0.010408878326416016
flash/hist	0.00042557716369628906
flash/log	0.03174114227294922
flexbar	0.03003835678100586
gatk/base_recalibrator	0.01054525375366211
gatk/varianteval	0.030679702758789062
gffcompare	0.010523557662963867
goleft_indexcov/ped	0.00041604042053222656
goleft_indexcov/roc	0.0004222393035888672
happy	0.032082319259643555
hicexplorer	0.004091501235961914
hicpro/assplit	0.0004203319549560547
hicpro/mRSstat	0.00040721893310546875
hicpro/mergestat	0.00041365623474121094
hicpro/mmapstat	0.00043702125549316406
hicpro/mpairstat	0.0004048347473144531
hicup	0.00044655799865722656
hisat2	0.03081512451171875
homer/FreqDistribution	0.0004761219024658203
homer/GCcontent	0.00041937828063964844
homer/LengthDistribution	0.00048279762268066406
homer/RestrictionDistribution	0.0005109310150146484
homer/findpeaks	0.011072158813476562
homer/genomeGCcontent	0.00042939186096191406
homer/tagInfo	0.0003974437713623047
hops	0.0004515647888183594
