Sample	time
adapterRemoval	0.08846545219421387
afterqc	0.03052377700805664
bamtools/stats	0.011746883392333984
bbmap/aqhist	0.011768817901611328
bbmap/bhist	0.00987100601196289
bbmap/bincov	0.009840011596679688
bbmap/bqhist	0.010057926177978516
bbmap/covhist	0.009746074676513672
bbmap/covstats	0.009912729263305664
bbmap/ehist	0.009629011154174805
bbmap/gchist	0.009541034698486328
bbmap/idhist	0.00990748405456543
bbmap/ihist	0.009979248046875
bbmap/indelhist	0.01013493537902832
bbmap/lhist	0.009974479675292969
bbmap/mhist	0.00967860221862793
bbmap/qahist	0.010055303573608398
bbmap/qchist	0.011198043823242188
bbmap/qhist	0.009863615036010742
bbmap/rpkm	0.009860992431640625
bbmap/stats	0.010698795318603516
bbmap/statsfile	0.009719610214233398
bbmap/statsfile_machine	0.009980440139770508
bcftools/stats	0.029995441436767578
bcl2fastq	0.1473255157470703
bclconvert/adaptermetrics	0.0007989406585693359
bclconvert/demux	0.0009412765502929688
bclconvert/quality_metrics	0.0008552074432373047
bclconvert/runinfo	0.009621620178222656
bclconvert/unknown_barcodes	0.0008146762847900391
biobambam2/bamsormadup	0.011327266693115234
biobloomtools	0.011008977890014648
biscuit/align_isize	0.010563850402832031
biscuit/align_mapq	0.011359691619873047
biscuit/align_strand	0.010439634323120117
biscuit/base_avg_retention_rate	0.0007727146148681641
biscuit/covdist_all_base	0.0008051395416259766
biscuit/covdist_all_base_botgc	0.0008704662322998047
biscuit/covdist_all_base_topgc	0.0008347034454345703
biscuit/covdist_all_cpg	0.0007891654968261719
biscuit/covdist_all_cpg_botgc	0.000782012939453125
biscuit/covdist_all_cpg_topgc	0.0007507801055908203
biscuit/covdist_q40_base	0.0008227825164794922
biscuit/covdist_q40_base_botgc	0.0007898807525634766
biscuit/covdist_q40_base_topgc	0.0007607936859130859
biscuit/covdist_q40_cpg	0.0007884502410888672
biscuit/covdist_q40_cpg_botgc	0.0007634162902832031
biscuit/covdist_q40_cpg_topgc	0.0007998943328857422
biscuit/cpg_retention_readpos	0.0007665157318115234
biscuit/cph_retention_readpos	0.0007441043853759766
biscuit/dup_report	0.010753154754638672
biscuit/qc_cv	0.010430335998535156
biscuit/read_avg_retention_rate	0.0007274150848388672
bismark/align	0.0007545948028564453
bismark/bam2nuc	0.0007216930389404297
bismark/dedup	0.000728607177734375
bismark/m_bias	0.0006895065307617188
bismark/meth_extract	0.0007293224334716797
bowtie1	0.02914142608642578
bowtie2	0.029819011688232422
busco	0.010642766952514648
bustools	0.0006875991821289062
ccs/v4	0.003038644790649414
ccs/v5	0.029138803482055664
checkqc	0.030263423919677734
clipandmerge	0.01204371452331543
clusterflow/logs	0.0007138252258300781
clusterflow/runfiles	0.011388301849365234
conpair/concordance	0.010384798049926758
conpair/contamination	0.01021122932434082
custom_content	0.0008268356323242188
cutadapt	0.029428958892822266
damageprofiler	0.000705718994140625
dedup	0.0006895065307617188
deeptools/bamPEFragmentSizeDistribution	0.010048389434814453
deeptools/bamPEFragmentSizeTable	0.010204792022705078
deeptools/estimateReadFiltering	0.009965896606445312
deeptools/plotCorrelationData	0.009958028793334961
deeptools/plotCoverageOutRawCounts	0.0098419189453125
deeptools/plotCoverageStdout	0.010012388229370117
deeptools/plotEnrichment	0.010273218154907227
deeptools/plotFingerprintOutQualityMetrics	0.009796142578125
deeptools/plotFingerprintOutRawCounts	0.009850740432739258
deeptools/plotPCAData	0.00999760627746582
deeptools/plotProfile	0.009981155395507812
disambiguate	0.009807825088500977
dragen/contig_mean_cov	0.0008258819580078125
dragen/coverage_metrics	0.0007956027984619141
dragen/fine_hist	0.0007884502410888672
dragen/fragment_length_hist	0.0007302761077880859
dragen/mapping_metrics	0.011646509170532227
dragen/ploidy_estimation_metrics	0.0007293224334716797
dragen/vc_metrics	0.0007135868072509766
eigenstratdatabasetools	0.0007586479187011719
fastp	0.0006966590881347656
