Sample	time
adapterRemoval	2.037076711654663
afterqc	0.12967514991760254
bamtools/stats	0.0521392822265625
bbmap/aqhist	0.04375481605529785
bbmap/bhist	0.04225611686706543
bbmap/bincov	0.04169821739196777
bbmap/bqhist	0.0415341854095459
bbmap/covhist	0.04060697555541992
bbmap/covstats	0.03989291191101074
bbmap/ehist	0.03978872299194336
bbmap/gchist	0.03955435752868652
bbmap/idhist	0.039238929748535156
bbmap/ihist	0.04010200500488281
bbmap/indelhist	0.03983020782470703
bbmap/lhist	0.04118204116821289
bbmap/mhist	0.03946328163146973
bbmap/qahist	0.039377450942993164
bbmap/qchist	0.03970909118652344
bbmap/qhist	0.03951621055603027
bbmap/rpkm	0.04004335403442383
bbmap/stats	0.04681134223937988
bbmap/statsfile	0.03970646858215332
bbmap/statsfile_machine	0.03968334197998047
bcftools/stats	0.12690043449401855
bcl2fastq	2.768307685852051
bclconvert/adaptermetrics	0.0026979446411132812
bclconvert/demux	0.0032291412353515625
bclconvert/quality_metrics	0.0028810501098632812
bclconvert/runinfo	0.014785051345825195
bclconvert/unknown_barcodes	0.002749919891357422
biobambam2/bamsormadup	0.05296969413757324
biobloomtools	0.04893040657043457
biscuit/align_isize	0.044946908950805664
biscuit/align_mapq	0.04723978042602539
biscuit/align_strand	0.046553850173950195
biscuit/base_avg_retention_rate	0.0024940967559814453
biscuit/covdist_all_base	0.002681732177734375
biscuit/covdist_all_base_botgc	0.002727508544921875
biscuit/covdist_all_base_topgc	0.0027174949645996094
biscuit/covdist_all_cpg	0.002552509307861328
biscuit/covdist_all_cpg_botgc	0.0026950836181640625
biscuit/covdist_all_cpg_topgc	0.002603292465209961
biscuit/covdist_q40_base	0.002609729766845703
biscuit/covdist_q40_base_botgc	0.002635478973388672
biscuit/covdist_q40_base_topgc	0.0026738643646240234
biscuit/covdist_q40_cpg	0.002597332000732422
biscuit/covdist_q40_cpg_botgc	0.0027008056640625
biscuit/covdist_q40_cpg_topgc	0.0025739669799804688
biscuit/cpg_retention_readpos	0.002515554428100586
biscuit/cph_retention_readpos	0.0025327205657958984
biscuit/dup_report	0.04496335983276367
biscuit/qc_cv	0.04367661476135254
biscuit/read_avg_retention_rate	0.002536773681640625
bismark/align	0.0026483535766601562
bismark/bam2nuc	0.002499818801879883
bismark/dedup	0.002543926239013672
bismark/m_bias	0.002440929412841797
bismark/meth_extract	0.0025031566619873047
bowtie1	0.12683510780334473
bowtie2	0.12828612327575684
busco	0.043445587158203125
bustools	0.002485513687133789
ccs/v4	0.01471567153930664
ccs/v5	0.12522292137145996
